av101a	7
av101a	12
av121a	2
av112a	7
av112a	11
av113a	9
av113a	17
av115a	4
av115a	20
av116a	12
av120a	10
av122a	17
av124a	7
av128a	4
av130a	5
av1039a	19
av1040a	12
av1042b	7
