av101a	0.0416666666666667	0.015625	0.0729166666666667
av107a	0.078125	0.0416666666666667	0.119791666666667
av115a	0.234375	0.177083333333333	0.296875
av122a	0.0989583333333333	0.0572916666666667	0.140625
av1039a	0.0208333333333333	0.00520833333333333	0.0416666666666667
av108a	0.119791666666667	0.0729166666666667	0.161458333333333
av116a	0.0520833333333333	0.0208333333333333	0.0833333333333333
av124a	0.0364583333333333	0.015625	0.0677083333333333
av1040a	0.0729166666666667	0.0364583333333333	0.109375
av109a	0.09375	0.0520833333333333	0.135416666666667
av118a	0.0572916666666667	0.0260416666666667	0.09375
av128a	0.0416666666666667	0.015625	0.0729166666666667
av1042b	0.0885416666666667	0.0520833333333333	0.125
av112a	0.09375	0.0572916666666667	0.135416666666667
av120a	0.229166666666667	0.171875	0.291666666666667
av130a	0.03125	0.0104166666666667	0.0572916666666667
av105a	0.09375	0.05625	0.14375
av113a	0.0572916666666667	0.0260416666666667	0.09375
av121a	0.166666666666667	0.114583333333333	0.21875
